gene	svirid	achine	agerar	agerjg	avirgi	bdista	blagur	ccitra	crefra	cserru	etrips	hcompr	hconto	irugos	ppanic	rrottb	sbicol	smicro	sscopa	tdacn1	tdacn2	tdacs1	tdacs2	tdactm	telega	ttrian	tzopol	udigit	vcuspi	zTIL01	zTIL11	zTIL18	zTIL25	zdgigi	zdmomo	zluxur	zmB735	zmhuet	znicar	atenui	rtuber	eophiu	osativ	snutan	pprate
Pavag02G359000.1.v3.1	1	2	6	6	1	1	6	5	1	1	2	6	4	1	1	2	1	1	4	1	1	1	1	2	1	0	3	3	3	1	1	1	2	3	2	1	1	1	1	3	1	1	0	4	0
Pavag02G359100.1.v3.1	1	2	6	6	1	1	6	5	1	0	2	6	4	1	1	2	1	1	4	1	1	1	1	3	1	0	2	3	3	1	1	1	1	1	1	1	1	1	1	3	1	1	0	4	7
Pavag02G359200.1.v3.1	1	2	5	6	1	0	6	5	1	0	2	6	4	1	1	2	1	1	4	1	1	1	1	3	1	0	2	3	3	1	1	1	1	1	1	1	1	1	1	3	1	1	0	4	0
Pavag02G359400.1.v3.1	1	2	6	6	1	1	6	5	1	1	2	6	4	1	1	2	1	1	0	2	2	2	2	5	1	0	4	3	3	1	1	1	1	2	1	1	1	1	1	3	1	1	0	4	7
Pavag02G359800.1.v3.1	1	2	6	6	1	0	6	5	1	0	0	6	4	0	1	2	0	1	3	2	2	2	2	5	2	0	4	3	3	2	2	2	2	3	2	2	0	2	2	3	1	1	0	0	0
Pavag02G359900.1.v3.1	1	2	6	5	1	1	6	5	1	2	0	6	2	1	1	2	0	1	3	1	1	1	1	3	1	0	2	3	3	1	1	1	1	0	0	0	1	0	1	3	1	1	0	2	0
Pavag02G360100.1.v3.1	1	2	6	6	1	1	6	5	1	2	2	6	4	1	1	2	1	1	4	1	1	1	1	3	2	0	1	3	3	1	1	1	1	1	1	1	1	1	1	3	1	1	1	3	0
Pavag02G360200.1.v3.1	1	2	6	6	1	0	6	5	1	2	0	6	4	1	1	2	1	1	4	2	2	2	2	5	2	0	4	3	3	2	2	2	2	3	2	2	2	2	2	3	1	1	1	2	0
Pavag02G360300.1.v3.1	1	2	5	6	1	1	6	5	1	2	2	6	0	1	1	2	1	1	4	1	1	1	1	3	2	0	3	3	3	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	5
Pavag02G360500.1.v3.1	1	2	6	6	1	1	6	5	1	2	2	6	4	1	1	2	1	1	4	1	1	1	1	3	2	2	3	0	3	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	8
Pavag02G360600.1.v3.1	1	2	6	6	1	1	6	5	1	2	2	6	4	1	1	2	1	1	4	1	1	1	1	3	2	2	3	3	3	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	8
Pavag02G360700.1.v3.1	1	2	4	5	0	1	6	5	1	1	2	6	4	1	1	2	1	1	3	2	2	2	2	5	2	2	4	3	3	1	1	1	1	1	1	1	1	2	1	3	1	1	1	2	8
Pavag02G360800.1.v3.1	1	2	4	5	1	0	6	5	1	1	2	6	4	1	1	2	1	1	3	1	1	1	1	3	2	2	3	3	3	1	1	1	1	1	1	1	1	1	1	3	1	1	0	2	0
Pavag02G360900.1.v3.1	1	2	6	6	1	1	4	5	1	1	2	0	4	1	1	2	1	1	3	2	2	2	2	5	2	1	4	3	3	2	2	2	2	3	2	2	2	2	2	3	1	1	1	1	5
Pavag02G361000.1.v3.1	1	2	0	0	0	1	5	5	1	1	2	6	4	1	1	2	1	0	0	2	2	2	2	5	2	2	4	3	3	2	2	2	2	2	2	2	2	2	3	3	0	1	0	3	8
Pavag02G361100.1.v3.1	0	2	0	0	0	1	6	5	1	1	2	6	4	1	1	2	1	0	0	2	2	2	2	5	2	2	4	3	0	2	2	2	2	3	2	2	2	3	3	3	1	1	1	3	8
Pavag02G361200.1.v3.1	1	2	6	6	1	1	6	5	1	1	2	6	4	1	1	2	1	1	4	1	1	1	1	2	2	2	1	3	3	1	1	1	1	2	1	1	1	2	2	3	1	1	1	4	0
Pavag02G361300.1.v3.1	1	2	6	6	1	0	6	5	1	1	2	6	4	1	1	2	1	1	4	2	2	2	2	5	2	2	3	3	3	2	2	2	2	3	2	2	2	3	3	3	1	1	1	3	8
Pavag02G361400.1.v3.1	1	2	6	6	1	1	6	5	1	1	2	6	4	1	1	2	1	1	4	1	1	1	1	3	2	2	2	3	3	1	1	1	1	1	1	1	1	1	1	3	1	1	1	3	8
Pavag02G361600.1.v3.1	1	2	0	4	1	1	5	5	1	2	2	6	4	1	1	2	1	1	4	1	1	1	1	3	2	2	3	3	3	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	0
Pavag02G361800.1.v3.1	1	2	6	6	1	1	6	5	1	2	2	6	4	1	1	2	1	1	4	1	1	1	1	3	2	2	3	3	3	1	1	1	1	1	1	1	1	1	1	3	1	1	0	2	7
Pavag02G361900.1.v3.1	1	2	6	6	1	0	6	5	1	2	0	6	4	1	1	2	1	1	4	2	2	2	2	5	2	2	4	3	3	1	1	1	1	1	1	1	1	1	1	4	1	1	1	2	8
Pavag02G362000.1.v3.1	1	2	6	6	1	1	6	5	1	2	0	6	4	1	1	2	1	1	4	1	1	1	1	3	2	2	3	3	3	1	1	1	1	1	1	1	1	1	1	4	1	1	1	2	8
Pavag02G362200.1.v3.1	1	2	6	6	1	1	6	5	1	2	2	6	4	1	1	2	1	1	4	1	1	1	1	3	2	2	3	3	3	1	1	1	1	1	1	1	1	1	1	4	1	1	1	2	0
Pavag02G362400.1.v3.1	1	2	6	6	1	1	6	5	1	2	2	6	4	1	1	2	1	1	4	1	1	1	1	3	2	2	2	3	3	1	1	1	1	1	1	1	1	1	1	4	1	1	1	3	0
Pavag02G362600.1.v3.1	1	2	6	6	1	1	6	5	1	0	2	6	4	1	1	2	1	1	4	2	2	2	2	5	2	2	3	3	3	2	2	2	2	4	2	2	2	3	3	4	1	1	1	3	0
Pavag02G362700.1.v3.1	1	2	6	6	1	1	5	5	1	0	2	6	4	1	1	2	1	1	4	1	1	1	1	3	2	2	2	3	3	1	1	1	1	2	1	1	1	1	1	4	1	1	1	3	0
Pavag02G363500.1.v3.1	1	2	6	6	1	1	6	5	1	2	2	6	4	1	1	2	1	1	4	1	1	1	1	3	1	0	2	3	3	1	1	1	1	2	1	1	1	1	1	3	1	1	1	0	8
Pavag02G363600.1.v3.1	0	2	6	6	1	0	5	5	1	2	2	0	4	1	1	2	1	1	3	0	0	0	0	0	2	1	0	1	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Pavag02G363700.1.v3.1	1	2	6	6	1	1	6	5	1	2	2	6	4	1	1	2	1	1	3	1	1	1	1	3	2	1	1	3	3	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	7
Pavag02G363800.1.v3.1	1	2	6	6	1	0	5	5	1	2	2	6	4	1	1	2	1	1	3	1	1	1	1	3	1	2	3	3	3	1	1	1	1	2	1	1	1	1	1	3	1	1	1	1	0
Pavag02G363900.1.v3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag02G364100.1.v3.1	1	2	5	6	0	0	5	5	0	2	2	0	4	0	0	0	0	1	3	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
Pavag02G364200.1.v3.1	1	2	5	6	1	1	4	0	1	2	2	6	4	1	1	2	1	1	3	1	1	1	1	3	2	0	2	3	3	1	1	1	1	2	1	1	1	1	1	4	1	1	1	2	8
Pavag02G364300.1.v3.1	1	2	0	0	1	0	5	5	1	2	2	6	4	1	1	0	0	1	0	1	1	1	1	2	2	2	2	3	3	2	2	2	2	1	2	2	2	3	3	4	1	1	1	0	8
Pavag02G364500.1.v3.1	1	2	6	6	1	0	6	5	1	2	2	5	4	0	1	2	1	1	0	1	1	1	1	2	0	2	2	3	3	1	1	1	1	1	1	1	1	1	1	4	1	1	1	0	0
Pavag02G364600.1.v3.1	1	2	5	6	1	1	6	5	1	2	2	5	4	0	1	2	1	1	4	2	2	2	2	5	2	2	4	3	4	2	2	2	2	3	2	2	2	3	3	4	1	1	1	2	8
Pavag02G364800.1.v3.1	1	2	5	6	1	1	6	5	1	2	2	6	4	0	1	2	1	1	4	1	1	1	1	3	2	2	0	3	4	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	7
Pavag02G365000.1.v3.1	0	0	0	0	1	0	0	4	1	0	2	6	0	1	1	0	1	1	4	1	1	1	1	3	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0
Pavag02G365100.1.v3.1	1	2	6	6	1	1	0	4	1	2	0	6	4	1	1	2	1	1	0	2	2	2	2	5	2	1	4	3	3	2	2	2	2	3	2	2	2	3	3	4	1	1	1	3	0
Pavag02G365200.1.v3.1	1	2	6	5	1	1	6	4	1	2	0	6	4	1	1	2	1	1	0	1	1	1	1	2	2	1	2	3	3	1	1	1	1	2	1	1	1	2	2	4	1	1	1	3	0
Pavag02G365300.1.v3.1	1	2	6	6	1	1	6	4	1	2	0	6	4	1	1	2	1	1	0	1	1	1	1	2	2	1	2	3	3	1	1	1	1	2	1	1	1	2	2	4	1	1	1	3	0
Pavag02G365400.1.v3.1	1	2	6	6	1	1	6	4	1	2	2	6	4	1	1	2	1	1	3	2	2	2	2	5	2	1	4	3	3	2	0	0	2	0	0	2	2	3	3	4	1	1	1	3	8
Pavag02G365500.1.v3.1	1	2	6	6	1	0	0	4	1	2	2	6	4	1	1	2	1	1	3	1	1	1	1	3	2	1	2	3	3	1	1	1	1	1	1	0	0	1	0	4	1	1	1	4	0
Pavag02G365700.1.v3.1	1	2	6	6	1	0	6	4	1	2	2	6	4	1	1	2	1	1	4	2	2	2	2	5	2	1	4	3	3	1	1	1	2	3	2	2	2	2	2	4	1	1	1	3	8
Pavag02G366000.1.v3.1	1	0	0	0	0	1	0	4	0	1	2	0	0	1	1	2	1	1	4	1	1	1	1	2	2	1	2	3	3	1	1	1	1	2	1	1	1	2	1	4	1	1	1	3	8
Pavag02G366100.1.v3.1	1	2	6	6	1	1	6	4	1	0	2	6	4	1	1	2	1	1	4	1	1	1	1	3	2	1	2	3	3	1	1	1	1	1	1	1	1	1	1	4	1	1	1	3	8
Pavag02G366200.1.v3.1	1	0	0	0	0	0	6	0	1	0	2	6	4	1	1	2	1	1	0	1	1	1	1	3	2	2	3	3	3	1	1	1	1	1	1	1	1	1	1	4	1	1	1	3	0
Pavag02G366500.1.v3.1	1	2	0	0	1	1	6	3	1	0	2	6	4	1	1	2	1	1	0	2	2	2	2	5	2	0	4	3	3	1	1	1	1	1	1	1	1	1	1	4	1	1	1	3	0
Pavag02G366600.1.v3.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag02G366900.1.v3.1	0	2	5	6	1	0	4	4	1	2	0	0	4	1	1	2	1	1	0	1	1	1	1	0	2	1	0	3	3	1	1	1	1	1	1	1	1	1	1	0	1	1	0	3	0
Pavag02G367100.1.v3.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag02G367200.1.v3.1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0
Pavag02G367400.1.v3.1	1	2	0	0	1	0	6	4	1	2	2	6	4	1	1	2	1	1	3	2	2	2	2	4	1	2	4	3	3	2	2	2	2	2	1	2	2	2	2	3	1	1	0	2	0
Pavag02G367600.1.v3.1	1	2	4	5	1	0	6	4	1	1	2	6	4	1	1	2	1	1	4	2	2	2	2	4	1	2	4	3	3	1	1	1	1	1	1	1	1	2	1	3	1	1	0	3	0
Pavag02G367700.1.v3.1	1	2	0	6	1	0	6	4	1	1	2	6	0	1	1	2	1	1	4	2	2	2	2	4	1	2	4	3	3	2	2	2	0	0	2	0	2	0	0	3	1	1	0	4	0
Pavag02G367900.1.v3.1	1	0	5	6	0	0	6	4	1	1	2	0	0	1	1	2	1	0	0	1	1	1	1	2	2	2	1	3	3	0	1	1	0	0	1	1	1	1	1	3	1	1	0	0	0
Pavag02G368000.1.v3.1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag02G368300.1.v3.1	0	2	5	6	1	0	6	4	1	1	2	6	4	1	1	2	1	1	4	2	2	2	2	4	2	1	3	3	3	1	1	1	1	1	1	1	1	1	1	4	1	1	0	0	0
Pavag02G368400.1.v3.1	1	2	5	6	1	0	6	4	1	1	1	6	4	1	1	2	1	1	4	2	2	2	2	4	2	2	4	3	3	2	2	2	2	2	2	2	2	1	3	4	1	1	1	2	0
Pavag02G368500.1.v3.1	1	2	5	6	1	1	6	4	1	1	2	6	4	1	1	2	1	1	4	2	2	2	2	4	2	2	4	3	3	2	2	0	2	2	3	2	2	0	3	4	1	1	1	2	5
Pavag02G368600.1.v3.1	1	2	5	0	1	1	6	4	1	2	0	6	4	1	1	2	1	1	0	2	2	2	2	4	2	2	4	3	3	2	2	0	0	0	0	0	0	0	3	4	1	1	1	2	5
Pavag02G368700.1.v3.1	1	2	5	6	1	1	6	4	1	1	2	6	4	1	1	1	1	1	4	1	0	0	0	2	2	2	0	3	3	1	1	1	1	2	2	1	1	0	2	4	1	0	0	2	0
Pavag02G368800.1.v3.1	1	2	5	6	1	0	0	2	0	0	2	0	0	1	1	2	1	0	2	1	1	1	1	2	0	2	2	3	0	1	1	0	0	1	1	0	0	1	0	3	1	0	0	0	0
Pavag02G368900.1.v3.1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Pavag02G369000.1.v3.1	1	0	5	6	1	1	0	4	1	1	2	6	4	1	1	2	1	1	3	1	1	1	1	2	2	2	3	0	3	1	0	0	1	2	2	1	0	0	0	3	1	1	1	3	0
Pavag02G369100.1.v3.1	1	2	5	6	1	1	6	4	1	1	2	6	4	1	1	2	1	1	4	2	2	2	2	3	2	2	4	3	3	2	2	2	2	2	2	2	2	1	1	3	1	1	1	0	5
Pavag02G369400.1.v3.1	1	2	5	6	1	0	0	3	1	2	2	6	3	1	1	1	1	1	3	1	1	1	1	2	2	2	3	3	2	0	0	1	0	0	0	0	0	0	1	2	0	1	0	1	8
Pavag02G369700.1.v3.1	1	2	5	6	1	1	5	3	1	2	2	4	4	1	1	0	0	0	3	1	1	1	1	2	2	2	1	3	2	1	1	1	1	1	1	1	1	1	1	2	1	0	1	0	8
Pavag02G369900.1.v3.1	1	2	5	6	1	1	5	3	1	2	2	6	4	1	1	2	1	1	4	2	2	2	2	4	2	2	3	3	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	8
Pavag02G370000.1.v3.1	1	2	5	6	1	0	5	3	1	2	2	6	4	1	1	2	1	1	2	2	2	2	2	4	2	2	4	3	2	1	1	2	1	1	0	1	1	1	2	2	1	1	1	1	0
Pavag02G370200.1.v3.1	1	2	4	5	1	1	5	3	1	2	2	6	4	1	1	2	1	1	2	1	1	1	1	0	2	1	2	3	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	0	8
Pavag02G370900.1.v3.1	1	2	5	6	1	1	5	3	1	2	0	6	4	1	1	2	1	1	3	2	2	2	2	4	2	1	4	3	2	1	1	2	1	1	0	1	1	1	3	2	1	1	1	3	8
Pavag02G371000.1.v3.1	1	0	0	0	0	0	0	3	1	2	0	6	0	1	0	2	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
Pavag02G371100.1.v3.1	1	2	5	5	1	1	5	4	1	2	2	6	4	1	1	2	1	1	4	1	1	1	1	2	2	1	2	3	2	0	0	1	0	0	0	0	0	0	2	2	1	1	1	3	8
Pavag02G371200.1.v3.1	1	2	5	6	1	1	6	4	1	1	2	6	4	1	1	2	1	1	4	1	1	1	1	0	2	1	2	3	2	1	1	1	1	1	1	1	1	1	1	2	1	0	1	3	7
Pavag02G371300.1.v3.1	1	2	4	5	1	1	0	4	1	0	2	6	4	0	1	2	0	1	3	1	1	1	1	2	2	1	2	3	2	1	1	0	1	1	1	1	0	1	1	2	1	0	1	2	0
Pavag02G371400.1.v3.1	1	2	4	6	1	1	6	4	1	2	2	6	4	1	1	2	1	1	3	2	2	2	2	4	2	1	4	3	2	1	1	2	1	1	0	1	1	1	2	2	1	0	1	2	8
Pavag02G371500.1.v3.1	1	2	4	6	1	1	0	4	1	2	2	6	4	1	1	2	1	1	3	2	2	2	2	4	2	0	4	3	2	1	1	2	1	1	0	1	1	1	2	2	1	1	1	3	8
Pavag02G371600.1.v3.1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag02G371700.1.v3.1	1	2	5	6	1	0	6	4	1	2	2	6	4	1	1	2	1	1	4	2	2	2	2	4	2	0	4	3	2	1	1	2	1	2	0	1	1	1	2	3	1	0	1	0	7
Pavag02G371800.1.v3.1	1	2	3	4	1	0	6	4	1	1	2	6	4	1	1	2	1	1	4	1	0	0	0	0	2	2	2	3	2	1	1	1	1	1	1	1	1	1	1	3	1	0	1	0	5
Pavag02G371900.1.v3.1	1	2	5	6	1	0	6	4	1	1	1	6	4	1	1	2	1	1	4	0	0	0	0	0	2	2	0	3	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Pavag02G372100.1.v3.1	1	2	5	6	1	0	6	4	1	2	2	6	4	1	1	2	1	1	4	2	2	2	2	4	2	0	4	3	2	1	1	2	1	2	0	1	1	1	2	3	1	1	1	0	4
Pavag02G372200.1.v3.1	1	2	5	6	1	1	6	4	1	2	1	6	4	1	1	2	1	1	4	1	1	1	1	2	2	1	3	3	2	1	1	1	1	1	1	1	1	1	1	3	1	1	1	0	5
Pavag02G372500.1.v3.1	0	2	5	6	0	0	0	1	1	2	1	1	2	1	1	0	1	1	1	0	0	0	0	0	0	1	0	3	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
Pavag02G372600.1.v3.1	1	2	5	5	1	1	6	4	1	2	0	6	4	1	1	2	1	1	3	1	1	1	1	2	2	1	2	3	2	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	8
Pavag02G372700.1.v3.1	0	2	5	5	1	1	5	4	1	2	0	6	4	1	1	2	1	1	0	2	2	2	2	4	2	1	0	3	2	1	1	2	1	1	1	1	1	1	3	3	1	1	1	1	0
Pavag02G372800.1.v3.1	1	2	5	5	1	1	5	4	1	0	0	6	0	1	1	2	1	1	0	1	1	1	1	3	2	1	2	3	2	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	8
Pavag02G372900.1.v3.1	1	2	5	6	1	1	4	4	1	2	2	6	4	1	1	2	1	1	0	1	1	1	1	2	0	1	1	3	2	0	0	1	0	1	1	0	0	0	1	3	1	1	1	3	8
Pavag02G373000.1.v3.1	0	2	0	0	0	0	0	0	0	0	0	6	0	0	0	2	0	0	3	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Pavag02G373100.1.v3.1	1	2	5	6	1	1	6	3	1	2	2	6	4	1	1	2	1	1	4	2	2	2	2	4	2	2	3	3	2	1	1	2	1	1	2	1	1	1	2	3	1	1	0	4	7
Pavag02G373500.1.v3.1	1	2	5	6	1	0	4	3	1	2	2	5	4	1	0	2	1	1	3	1	1	1	1	1	2	2	2	2	3	0	0	0	0	0	0	1	0	0	1	0	0	0	0	4	0
Pavag02G373600.1.v3.1	1	2	5	0	1	1	2	3	1	2	2	6	4	1	1	2	1	1	4	1	1	1	1	2	2	1	3	3	3	1	1	1	1	1	1	1	1	1	1	3	1	1	0	2	7
Pavag02G373700.1.v3.1	1	2	0	0	1	1	5	4	1	2	2	6	4	1	1	2	1	1	4	2	2	2	2	4	2	2	4	3	3	1	1	2	1	1	2	1	1	1	2	3	1	1	0	2	7
Pavag02G373800.1.v3.1	1	2	5	6	1	1	4	4	1	2	2	6	4	1	1	2	1	1	4	1	1	1	1	2	2	2	3	0	3	1	1	1	1	2	1	1	0	1	1	3	1	1	0	2	0
Pavag02G374000.1.v3.1	1	2	5	5	1	0	5	4	1	2	2	6	4	1	1	1	1	1	4	1	1	1	1	2	2	2	3	3	3	1	1	1	1	2	1	1	0	1	1	3	1	1	1	0	6
Pavag02G374200.1.v3.1	1	2	5	6	1	0	6	4	1	2	2	6	4	1	0	1	1	1	4	2	2	2	2	4	2	2	4	3	0	1	1	2	1	3	2	1	1	1	3	3	1	1	0	0	0
Pavag02G374300.1.v3.1	1	2	5	6	1	0	6	4	1	2	2	6	4	1	1	1	1	1	4	1	1	1	1	2	2	0	2	3	3	1	1	1	1	2	1	0	1	1	1	3	1	1	1	0	7
Pavag02G374400.1.v3.1	1	2	5	6	1	0	6	4	1	2	2	6	4	1	1	1	1	1	4	2	2	2	2	4	2	0	4	2	3	1	1	1	1	2	1	1	1	1	1	3	1	1	1	4	3
Pavag02G374500.1.v3.1	1	2	5	6	1	0	6	4	0	2	2	6	4	1	1	1	1	1	4	2	2	1	2	4	2	2	3	3	2	1	1	2	1	1	2	1	1	1	2	3	1	1	1	4	7
Pavag02G374600.1.v3.1	0	1	4	4	1	0	5	0	0	1	2	2	1	0	0	1	1	0	2	1	1	1	1	2	2	0	2	3	0	1	1	1	1	2	1	1	1	1	1	3	1	0	1	4	0
Pavag02G374700.1.v3.1	1	2	5	6	1	0	6	4	1	1	2	6	4	1	1	2	1	1	3	2	2	2	2	4	2	0	4	3	3	0	0	1	0	1	1	0	0	0	2	3	1	1	0	0	0
Pavag02G374800.1.v3.1	1	2	4	4	1	0	6	4	1	1	2	6	4	1	1	2	1	1	3	2	2	2	2	4	1	2	3	3	3	1	1	2	1	3	2	1	1	1	2	3	0	1	1	2	0
Pavag02G374900.1.v3.1	1	2	4	5	1	0	6	4	1	0	2	6	4	1	1	2	1	1	4	1	1	1	1	2	1	2	1	3	3	1	0	0	0	2	1	1	0	0	0	3	1	1	1	0	7
Pavag02G375000.1.v3.1	0	0	0	0	0	0	0	0	0	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
Pavag02G375100.1.v3.1	1	2	5	6	1	0	6	4	1	2	2	6	4	1	1	2	1	1	4	0	1	1	1	2	2	2	1	3	3	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	0
Pavag02G375200.1.v3.1	1	2	5	6	1	0	6	4	1	2	2	6	4	1	1	2	1	1	4	2	2	2	2	4	2	2	3	3	3	1	1	2	1	2	2	1	1	1	2	3	1	1	1	2	0
Pavag02G375300.1.v3.1	1	2	5	6	1	0	6	4	1	0	2	5	4	0	1	2	1	1	4	1	1	1	1	2	2	2	1	3	3	0	0	1	0	0	1	0	0	0	1	3	1	1	1	3	0
Pavag02G375400.1.v3.1	1	2	5	6	1	0	0	4	1	0	2	6	4	1	1	2	1	1	4	1	1	1	1	2	2	2	0	3	3	1	1	1	1	1	1	1	1	1	1	3	1	1	1	0	0
Pavag02G375500.1.v3.1	1	2	4	6	1	0	6	4	1	2	2	6	4	0	1	2	1	1	3	1	1	1	1	2	2	2	2	3	3	0	0	1	0	0	1	0	0	0	0	3	1	1	1	0	0
Pavag02G375600.1.v3.1	1	2	5	6	1	0	6	4	1	2	2	6	4	1	1	2	1	1	2	1	1	1	1	2	2	2	2	3	3	0	0	1	0	0	1	0	0	0	1	3	1	1	1	0	7
Pavag02G375700.1.v3.1	0	0	0	1	0	0	6	4	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	1	0	0	0	0	0	0	8
Pavag02G376000.1.v3.1	0	0	0	1	0	0	6	4	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8
Pavag02G376100.1.v3.1	0	0	0	1	0	0	6	4	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	1	0	0	0	0	0	3	8
Pavag02G376200.1.v3.1	1	2	5	5	1	0	6	4	1	0	2	6	4	1	1	2	1	1	3	1	1	1	1	2	2	0	2	3	3	1	1	1	1	1	1	1	1	1	1	3	1	1	1	0	0
Pavag02G376300.1.v3.1	1	2	4	0	1	0	6	4	1	0	2	6	4	1	1	2	1	1	4	1	1	1	1	2	1	0	2	2	3	1	1	1	1	1	1	1	1	1	1	3	1	1	0	0	0
Pavag02G376400.1.v3.1	1	0	0	0	1	0	0	0	0	0	2	6	0	0	0	2	1	0	0	0	0	0	0	2	1	0	0	0	0	1	1	0	1	0	1	0	0	1	0	0	0	1	0	0	0
Pavag02G376500.1.v3.1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	0	0	0	0	0
Pavag02G376600.1.v3.1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Pavag02G376700.1.v3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Pavag02G376800.1.v3.1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag02G376900.1.v3.1	1	2	5	5	1	0	6	4	1	1	2	6	4	1	1	2	1	1	2	1	1	1	1	2	2	2	2	3	3	1	1	1	1	1	1	1	1	1	1	3	1	1	1	0	0
Pavag02G377000.1.v3.1	0	2	5	5	1	0	5	4	1	0	2	6	4	1	1	2	1	1	2	1	1	1	1	0	2	2	2	3	3	1	1	1	1	1	1	1	1	1	1	3	1	1	0	0	0
Pavag02G377200.1.v3.1	1	2	5	6	1	0	0	3	1	2	2	6	4	1	1	2	1	1	4	2	2	2	2	3	1	2	3	3	2	2	2	2	2	2	0	2	2	2	2	2	1	1	1	2	8
Pavag02G377300.1.v3.1	1	2	5	5	1	1	6	3	1	2	2	6	4	1	1	2	1	1	4	2	2	2	2	3	2	1	3	3	2	1	1	1	1	1	1	1	1	1	1	0	1	1	1	4	0
Pavag02G377400.1.v3.1	1	2	5	6	1	0	6	1	1	2	1	6	3	1	0	2	1	0	4	1	1	1	1	1	0	1	0	2	2	1	1	1	1	1	0	1	1	1	1	2	1	1	1	4	8
Pavag02G377500.1.v3.1	1	2	5	6	1	1	6	3	1	0	2	6	4	1	1	2	1	1	4	1	1	1	1	2	2	1	3	3	2	2	2	2	2	2	0	2	2	2	2	2	1	1	1	4	8
Pavag02G377600.1.v3.1	1	2	5	6	1	1	6	3	1	0	2	6	4	1	1	2	1	1	4	1	1	1	1	2	2	2	2	3	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	4	8
Pavag02G377700.1.v3.1	1	2	6	0	1	1	6	4	1	2	2	6	4	1	1	2	1	1	4	0	0	0	0	0	2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	2	1	1	1	3	8
